DCid	Species	GSMID	Factor	Cell_line	Cell_type	Tissue_type	FastQC	UniquelyMappedRatio	PBC	PeaksFoldChangeAbove10	FRiP	PeaksUnionDHSRatio
83969	Homo sapiens	GSM2641018	H3K27me3	DMS53	Lung Cancer Cell	Lung	39.0	0.7953	0.991	71.0	0.017056	0.543659290983
83970	Homo sapiens	GSM2281648	H3K27ac	None	Leukemia Cell	None	40.0	0.9339	0.935	90.0	0.09051000000000001	0.9546
83972	Homo sapiens	GSM2281642	H3K27ac	None	Leukemia Cell	None	40.0	0.924	0.855	1368.0	0.191118	0.9682
83974	Homo sapiens	GSM2281640	H3K27ac	TL-Om1	T Lymphocyte	None	39.0	0.9341	0.986	4016.0	0.45540525	0.9556
83975	Homo sapiens	GSM2281646	H3K27ac	None	Leukemia Cell	None	40.0		0.889	3037.0	0.3242825	0.9718
83977	Homo sapiens	GSM2281644	H3K27ac	ATL-2	Leukemia Cell	None	40.0		0.903	63.0	0.01176375	0.926781737194
83991	Homo sapiens	GSM1706689	H3K4me3	None	Embryonic Stem Cell	None	36.0	0.9585	0.9740000000000001	4809.0	0.5520838981289999	0.9692
83992	Homo sapiens	GSM1706688	H3K27me3	None	Embryonic Stem Cell	None	37.0	0.9153	0.94	743.0	0.10126725	0.8916
83993	Homo sapiens	GSM1706683	H3	None	Embryonic Stem Cell	None	36.0	0.9257	0.884	37.0	0.00139725	0.48275862069
83994	Homo sapiens	GSM1706681	H3K4me3	None	Embryonic Stem Cell	None	36.0	0.8421	0.981	1898.0	0.16345675	0.9364
83996	Homo sapiens	GSM1706686	H3	None	Embryonic Stem Cell	None	36.0	0.9407	0.792	18.0	0.00109425	0.4
84009	Homo sapiens	GSM2293409	H3K27ac	None	None	Clear cell renal cell carcinoma tumor	30.0	0.4534	0.9420000000000001	2814.0	0.07485775	0.5596
84014	Homo sapiens	GSM2293407	H3K4me3	None	None	Kidney	31.0	0.5199	0.9590000000000001	115.0	0.0124617133409	0.6205787781350001
84015	Homo sapiens	GSM2293406	H3K4me1	None	None	Kidney	30.0	0.4612	0.932	2827.0	0.08301825	0.5004
84016	Homo sapiens	GSM2293405	H3K27ac	None	None	Kidney	30.0	0.4064	0.9309999999999999	735.0	0.03528675	0.5294
84017	Homo sapiens	GSM2258802	H3K4me3	SKBR-3	None	Breast	37.0	0.8343	0.963	11366.0	0.8045215	0.9826
84018	Homo sapiens	GSM2258800	H3K4me1	SKBR-3	None	Breast	37.0	0.7959	0.9990000000000001	1.0	6.23471296341e-05	1.0
84019	Homo sapiens	GSM2258801	H3K4me1	SKBR-3	None	Breast	38.0	0.7569	0.995	27.0	0.06835175	0.8198
84020	Homo sapiens	GSM2258806	H3K9ac	SKBR-3	None	Breast	37.0	0.8337	0.996	2.0	0.0205590290211	0.9408014571950001
84021	Homo sapiens	GSM2258807	H3K9ac	SKBR-3	None	Breast	6553600.0	0.992	0.082179	1.0	11471.0	
84022	Homo sapiens	GSM2258804	H3K79me2	SKBR-3	None	Breast	38.0	0.8105	0.99	7.0	0.20960325	0.8784
84023	Homo sapiens	GSM2258805	H3K79me2	SKBR-3	None	Breast	37.0	0.7296	0.9890000000000001	45.0	0.1642305	0.8584
84024	Homo sapiens	GSM2258808	H3K9me3	SKBR-3	None	Breast	37.0	0.6514	0.995	346.0	0.09324125	0.5228
84025	Homo sapiens	GSM2258809	H3K9me3	SKBR-3	None	Breast	37.0	0.6474	0.9940000000000001	255.0	0.07103425	0.4252
84087	Homo sapiens	GSM2915363	H3K4me3	Calu-3	Epithelium	None	39.0	0.9057	0.879	68.0	0.0031505	0.49528301886799997
84088	Homo sapiens	GSM2915365	H3K27me3	Calu-3	Epithelium	None	39.0	0.9039	0.564	41.0	0.00321425	0.447916666667
84089	Homo sapiens	GSM2915364	H3K4me3	Calu-3	Epithelium	None	39.0	0.9068	0.9	81.0	0.00319325	0.38427947598300005
84090	Homo sapiens	GSM2915367	H3K4me3	Calu-3	Epithelium	None	39.0	0.9028	0.92	109.0	0.00344075	0.4
84092	Homo sapiens	GSM2915369	H3K27me3	Calu-3	Epithelium	None	39.0	0.9111	0.9690000000000001	148.0	0.0040485	0.434042553191
84093	Homo sapiens	GSM2915368	H3K4me3	Calu-3	Epithelium	None	39.0	0.8813	0.174	17.0	0.00199475	0.407407407407
84094	Homo sapiens	GSM1981419	H2AZac	LNCaP	Epithelium	Prostate	37.0	0.8731	0.997	142.0	0.050777411353400005	0.9708
84095	Homo sapiens	GSM1981418	H2AZac	PrEC	Epithelium	Prostate	39.0	0.7691	0.757	333.0	0.03407875	0.9478
84103	Homo sapiens	GSM1981417	H2AZac	PrEC	Epithelium	Prostate	38.0		0.996	63.0	0.0524886758741	0.97
84121	Homo sapiens	GSM2527742	H3K18ac	HCT-116	Epithelium	HCT116	37.0		0.9840000000000001	42.0	0.002971	0.53982300885
84122	Homo sapiens	GSM2527743	H3K18ac	HCT-116	Epithelium	HCT116	37.0		0.978	61.0	0.0034920000000000003	0.797919762259
84123	Homo sapiens	GSM2527740	H3K18ac	HCT-116	Epithelium	HCT116	37.0		0.998	7.0	0.0018399273830599998	0.514285714286
84124	Homo sapiens	GSM2527741	H3K18ac	HCT-116	Epithelium	HCT116	37.0	0.9039	0.996	22.0	0.00292525	0.679245283019
84125	Homo sapiens	GSM2527746	H3K18cr	HCT-116	Epithelium	HCT116	37.0	0.6693	0.991	37.0	0.00327825	0.506493506494
84127	Homo sapiens	GSM2527744	H3K18ac	HCT-116	Epithelium	HCT116	37.0		0.996	26.0	0.00266625	0.48275862069
84128	Homo sapiens	GSM2527745	H3K18cr	HCT-116	Epithelium	HCT116	37.0	0.889	0.993	25.0	0.00319225	0.483333333333
84175	Homo sapiens	GSM2122573	H3K27me3	LNCaP-abl	Epithelium	Prostate	33.0	0.8317	0.98	37.0	0.0034090319253499996	0.555555555556
84177	Homo sapiens	GSM2122576	H3K27me3	DU145	Epithelium	Prostate	34.0	0.8253	0.9620000000000001	5.0	0.0005060665136780001	0.621621621622
84179	Homo sapiens	GSM2122574	H3K27me3	LNCaP-abl	Epithelium	Prostate	33.0	0.7808	0.976	82.0	0.00599	0.5
84180	Homo sapiens	GSM2122575	H3K27me3	LNCaP-abl	Epithelium	Prostate	33.0	0.7656	0.976	65.0	0.004408	0.515625
84183	Homo sapiens	GSM2122578	H3K27me3	DU145	Epithelium	Prostate	34.0	0.7691	0.97	74.0	0.00533525	0.5414012738849999
84187	Homo sapiens	GSM2266811	H3K27me3	KELLY	Neuroblastoma cell	None	39.0	0.8459	0.9940000000000001	53.0	0.00285675	0.527173913043
84188	Homo sapiens	GSM2266812	H3K4me3	KELLY	Neuroblastoma cell	None	38.0	0.9051	0.987	4732.0	0.34198850000000003	0.9778
84198	Homo sapiens	GSM2266815	H3K27me3	LAN-1	Neuroblastoma cell	None	39.0	0.8531	0.996	126.0	0.004838	0.529523809524
84199	Homo sapiens	GSM2266816	H3K4me3	LAN-1	Neuroblastoma cell	None	5505024.0	0.9790000000000001	0.418572	2.0	21333.0	
84219	Homo sapiens	GSM2746537	H3K27ac	SW480	None	Colon	40.0	0.9194	0.976	877.0	0.23750572122299998	0.9520000000000001
84234	Homo sapiens	GSM2277155	H3K4me1	LNCaP	Epithelium	Prostate	39.0	0.8812	0.997	13.0	0.026893	0.7188
84235	Homo sapiens	GSM2277154	H3K4me1	LNCaP	Epithelium	Prostate	39.0	0.8718	0.998	29.0	0.23711500000000002	0.8934
84243	Homo sapiens	GSM2877104	H3K27ac	K562	Erythroblast	Bone Marrow	34.0	0.8508	0.9690000000000001	5003.0	0.526126	0.9706
84245	Homo sapiens	GSM2877103	H3K27ac	K562	Erythroblast	Bone Marrow	34.0	0.9173	0.968	4155.0	0.47189825	0.9682
84247	Homo sapiens	GSM2781950	H3	WI-38	Fibroblast	Lung	12058624.0	0.971	0.00488525	4.0	2788.0	
84249	Homo sapiens	GSM2281660	H3K27ac	None	Leukemia Cell	None	40.0	0.9453	0.5529999999999999	102.0	0.13477675	0.9676
84254	Homo sapiens	GSM2258824	H3K9ac	AU565	None	Breast	37.0	0.7915	0.998	1.0	0.000265500395837	1.0
84255	Homo sapiens	GSM2258825	H3K9ac	AU565	None	Breast	38.0		0.9940000000000001	96.0	0.0636429201794	0.9692
84266	Homo sapiens	GSM1973975	H3K36me3	None	Neuroectoderm	None	38.0	0.8204	0.982	19.0	0.01471125	0.3704
84267	Homo sapiens	GSM1973974	H3K36me3	None	hESC	None	38.0	0.7674	0.988	28.0	0.00270725	0.42782152231
84268	Homo sapiens	GSM1973973	H3K9ac	None	Neuroectoderm	None	38.0	0.4881	0.968	5312.0	0.13236825	0.884
84269	Homo sapiens	GSM1973972	H3K9ac	None	hESC	None	38.0	0.6921	0.996	49.0	0.0210955	0.9568
84270	Homo sapiens	GSM1973971	H3K27me3	None	Neuroectoderm	None	39.0	0.8347	0.995	49.0	0.01095	0.621754932503
84271	Homo sapiens	GSM1973970	H3K27me3	None	hESC	None	39.0	0.6269	0.993	53.0	0.017743000000000002	0.5854
84272	Homo sapiens	GSM2572347	H3K27ac	T.T	None	None	35.0	0.9187	0.995	260.0	0.1589355	0.9726
84277	Homo sapiens	GSM2664034	H3K27ac	Ishikawa	Epithelium	Uterus	37.0	0.9092	0.976	8082.0	0.5068144102750001	0.9754
84278	Homo sapiens	GSM2664035	H3K27ac	Ishikawa	Epithelium	Uterus	37.0	0.8176	0.968	4660.0	0.44143825	0.9604
84281	Homo sapiens	GSM2664030	H3K27ac	Ishikawa	Epithelium	Uterus	37.0	0.8546	0.925	583.0	0.19107775	0.9444
84282	Homo sapiens	GSM2664031	H3K27ac	Ishikawa	Epithelium	Uterus	37.0	0.8318	0.935	285.0	0.13403875	0.9202
84283	Homo sapiens	GSM2664032	H3K27ac	Ishikawa	Epithelium	Uterus	37.0	0.86	0.943	654.0	0.19461325	0.9554
84284	Homo sapiens	GSM2664033	H3K27ac	Ishikawa	Epithelium	Uterus	37.0	0.3108	0.9279999999999999	314.0	0.157029	0.9424
84289	Homo sapiens	GSM2498492	H3K9me3	breast triple negative tumor cell line BCSC1	None	Breast	35.0	0.7657	0.8859999999999999	59327.0	0.56333675	0.4304
84290	Homo sapiens	GSM2498491	H3K9me3	breast triple negative tumor cell line BCSC1	None	Breast	35.0		0.965	53.0	0.0039134999999999994	0.483870967742
84291	Homo sapiens	GSM2498490	H3K9me3	breast triple negative tumor cell line BCSC1	None	Breast	35.0	0.7964	0.91	19140.0	0.42500775	0.4218
84295	Homo sapiens	GSM2293468	H3K27ac	None	None	Clear cell renal cell carcinoma tumor	36.0	0.22399999999999998	0.914	238.0	0.0338284542147	0.855407407407
84296	Homo sapiens	GSM2293465	H3K4me1	None	None	Kidney	37.0	0.5048	0.914	68.0	0.004471291254720001	0.574574574575
84297	Homo sapiens	GSM2293464	H3K4me3	None	None	Kidney	37.0	0.4072	0.9420000000000001	48.0	0.00310901904642	0.817415730337
84298	Homo sapiens	GSM2293466	H3K27ac	None	None	Kidney	37.0	0.4217	0.917	198.0	0.018430137241599996	0.8568716780560001
84299	Homo sapiens	GSM2293461	H3K4me1	None	None	Clear cell renal cell carcinoma tumor	37.0	0.4873	0.9490000000000001	4.0	0.000393883641975	0.459016393443
84300	Homo sapiens	GSM2293460	H3K4me3	None	None	Clear cell renal cell carcinoma tumor	37.0	0.3566	0.946	296.0	0.0197347628547	0.8792043399639999
84301	Homo sapiens	GSM2293462	H3K27ac	None	None	Clear cell renal cell carcinoma tumor	37.0	0.4941	0.907	562.0	0.0457894321026	0.8440000000000001
84302	Homo sapiens	GSM2949416	H3K79me2	MCF-10A	Epithelium	Breast	39.0	0.8058	0.985	4.0	0.031187	0.685
84303	Homo sapiens	GSM2949414	H3K4me3	MCF-10A	Epithelium	Breast	39.0	0.8561	0.9620000000000001	6572.0	0.61563325	0.9722
84304	Homo sapiens	GSM2949415	H3K27me3	MCF-10A	Epithelium	Breast	39.0	0.1853	0.976	16.0	0.00129475	0.686567164179
84308	Homo sapiens	GSM2258826	H3K9me3	AU565	None	Breast	38.0	0.6825	0.996	218.0	0.060780999999999995	0.4526
84309	Homo sapiens	GSM2258827	H3K9me3	AU565	None	Breast	38.0	0.6188	0.993	230.0	0.09059550000000001	0.4082
84310	Homo sapiens	GSM2258820	H3K4me3	AU565	None	Breast	38.0	0.6699	0.9590000000000001	12508.0	0.77838975	0.9798
84311	Homo sapiens	GSM2258821	H3K4me3	AU565	None	Breast	38.0	0.8352	0.9570000000000001	14252.0	0.7290145	0.9808
84312	Homo sapiens	GSM2258822	H3K79me2	AU565	None	Breast	38.0	0.8151	0.991	3.0	0.1412245	0.8554
84313	Homo sapiens	GSM2258823	H3K79me2	AU565	None	Breast	38.0	0.7421	0.9890000000000001	17.0	0.16901675	0.8166
84378	Homo sapiens	GSM2357978	H3K79me2	293T	None	None	38.0	0.8852	0.968	67.0	0.12894275	0.8626
84379	Homo sapiens	GSM2357979	H3K79me3	293T	None	None	38.0		0.966	59.0	0.12647125	0.7858
84380	Homo sapiens	GSM2357975	H3K79me2	293T	None	None	38.0	0.2969	0.978	38.0	0.09297825	0.7398
84381	Homo sapiens	GSM2357976	H3K79me3	293T	None	None	39.0	0.8876	0.943	117.0	0.13564325	0.8078
84400	Homo sapiens	GSM2784716	H3K27ac	BICR31	squamous cell carcinoma	Head and neck	37.0	0.9346	0.9840000000000001	374.0	0.152620025646	0.9654
84401	Homo sapiens	GSM2784717	H3K27ac	BICR31	squamous cell carcinoma	Head and neck	37.0	0.9325	0.995	34.0	0.035691084441400005	0.941228070175
84402	Homo sapiens	GSM2784718	H3K27ac	BICR31	squamous cell carcinoma	Head and neck	37.0	0.9296	0.992	52.0	0.045815465618699994	0.9502344971340001
84403	Homo sapiens	GSM2784719	H3K27ac	BICR31	squamous cell carcinoma	Head and neck	37.0	0.9299		198.0	0.09505097732180001	0.9646
84405	Homo sapiens	GSM2870631	H3K4me1	None	osteosarcoma	None	36.0	0.9003	0.997	24.0	0.0009375	0.80701754386
84406	Homo sapiens	GSM2870632	H3K27ac	None	osteosarcoma	None	36.0	0.826	0.9940000000000001	411.0	0.06651549999999999	0.971
84408	Homo sapiens	GSM2870635	H3K27ac	None	osteosarcoma	Lung	36.0	0.7140000000000001	0.95	3545.0	0.2731285	0.9774
84409	Homo sapiens	GSM2870634	H3K4me1	None	osteosarcoma	Lung	36.0		0.988	92.0	0.06403275	0.8654
84414	Homo sapiens	GSM2870638	H3K27ac	None	osteosarcoma	None	39.0	0.7461	0.993	3794.0	0.358167	0.975
84443	Homo sapiens	GSM2599674	H3K9me3	SK-UT-1	None	uterine leiomyosarcoma	38.0	0.8441	0.9940000000000001	101.0	0.007210500000000001	0.524781341108
84449	Homo sapiens	GSM2537224	H3K27ac	VCaP	Epithelium	Prostate	38.0	0.9216	0.992	577.0	0.25846125	0.9664
84453	Homo sapiens	GSM2537220	H3K27ac	VCaP	Epithelium	Prostate	38.0	0.9245	0.991	761.0	0.287254	0.9704
84454	Homo sapiens	GSM2537221	H3K27ac	VCaP	Epithelium	Prostate	38.0	0.924	0.991	566.0	0.25645	0.9686
84455	Homo sapiens	GSM2537222	H3K27ac	VCaP	Epithelium	Prostate	38.0	0.9217	0.992	566.0	0.24801750000000003	0.9684
84463	Homo sapiens	GSM2113519	H3K4me3	BE2-C	Neuroblastoma cell	None	39.0	0.9142	0.9590000000000001	10781.0	0.68426575	0.9756
84511	Homo sapiens	GSM2671000	H3	HCT-116	None	HCT116	35.0	0.9024	0.983	21.0	0.0003845	0.46153846153800004
84513	Homo sapiens	GSM2877296	H3K27ac	JMSU-1	cancer cells	None	40.0	0.8868	0.975	5937.0	0.3030325	0.9788
84514	Homo sapiens	GSM2877297	H3K27ac	JMSU-1	cancer cells	None	40.0	0.8875	0.943	8621.0	0.39839	0.9782
84532	Homo sapiens	GSM2877120	H3K27ac	K562	Erythroblast	Bone Marrow	34.0	0.9173	0.972	2949.0	0.42882825	0.9684
84544	Homo sapiens	GSM2301908	H3K4me1	IMEC	Epithelium	Breast	39.0	0.9061	0.978	9.0	0.0188905	0.8062
84545	Homo sapiens	GSM2301909	H3K4me3	IMEC	Epithelium	Breast	39.0	0.8564	0.973	563.0	0.187557	0.9408
84547	Homo sapiens	GSM2947304	H3K4me3	KG1	None	Bone Marrow	38.0	0.912	0.968	11184.0	0.7128425	0.9726
84548	Homo sapiens	GSM2947305	H3K4me3	KG1	None	Bone Marrow	38.0	0.5704	0.983	8564.0	0.49291325	0.9694
84549	Homo sapiens	GSM2947306	H3K4me3	KG1	None	Bone Marrow	35.0	0.9389	0.7959999999999999	8386.0	0.6632475	0.9684
84550	Homo sapiens	GSM2947307	H3K36me3	KG1	None	Bone Marrow	39.0	0.8698	0.998	84.0	0.021158	0.4034
84551	Homo sapiens	GSM2947301	H3K27me3	KG1	None	Bone Marrow	39.0	0.8577	0.9940000000000001	360.0	0.038249	0.7156
84552	Homo sapiens	GSM2947302	H3K27me3	KG1	None	Bone Marrow	38.0	0.8601	0.997	314.0	0.026507999999999997	0.7032
84553	Homo sapiens	GSM2947303	H3K27me3	KG1	None	Bone Marrow	35.0	0.8878	0.946	173.0	0.00897825	0.698630136986
84587	Homo sapiens	GSM2711389	H3K4me1	HCT-116	None	HCT116	34.0	0.9081	0.992	1.0	0.004316513501189999	0.767195767196
84588	Homo sapiens	GSM2293330	H3K27ac	None	None	Clear cell renal cell carcinoma tumor	36.0	0.6747	0.8690000000000001	10163.0	0.22685875	0.4462
84589	Homo sapiens	GSM2293444	H3K4me3	None	None	Clear cell renal cell carcinoma tumor	36.0	0.5358	0.898	4924.0	0.12572750000000002	0.7872
84590	Homo sapiens	GSM2293442	H3K27ac	None	None	Kidney	36.0	0.3658	0.897	1430.0	0.118253	0.8854
84591	Homo sapiens	GSM2293337	H3K4me3	A-498	None	None	36.0	0.4058	0.8759999999999999	5201.0	0.30669775	0.8882
84592	Homo sapiens	GSM2293440	H3K4me3	None	None	Kidney	36.0	0.1885	0.828	1335.0	0.0725245	0.9009999999999999
84593	Homo sapiens	GSM2293339	H3K4me1	A-498	None	None	36.0	0.3967	0.878	3486.0	0.150723	0.6996
84594	Homo sapiens	GSM2293338	H3K27ac	A-498	None	None	36.0	0.4264	0.836	6711.0	0.35086799999999996	0.8398
84595	Homo sapiens	GSM2293449	H3K4me1	None	None	Kidney	36.0	0.5434	0.937	53.0	0.00358984848385	0.45220030349
84596	Homo sapiens	GSM2293448	H3K4me3	None	None	Kidney	36.0	0.4655	0.925	515.0	0.0348104529556	0.792817679558
84597	Homo sapiens	GSM2258848	H3K27ac	MB231	None	Breast	38.0	0.4758	0.992	3030.0	0.3578345	0.977
84598	Homo sapiens	GSM2258849	H3K27ac	MB231	None	Breast	38.0	0.8127	0.9940000000000001	712.0	0.09237100000000001	0.9714
84599	Homo sapiens	GSM2258844	H3K9me3	HCC1954	None	Breast	37.0	0.6648	0.995	146.0	0.04063725	0.4888
84600	Homo sapiens	GSM2258845	H3K9me3	HCC1954	None	Breast	38.0	0.6585	0.993	121.0	0.044104000000000004	0.4244
84601	Homo sapiens	GSM2258842	H3K9ac	HCC1954	None	Breast	37.0	0.8173	0.978	1597.0	0.3168665	0.9784
84602	Homo sapiens	GSM2258843	H3K9ac	HCC1954	None	Breast	38.0	0.8188	0.993	338.0	0.09358475	0.9746
84606	Homo sapiens	GSM2394410	H3K4me2	JHU-06	Endothelial Cell	None	38.0	0.9096	0.9890000000000001	4839.0	0.41052175	0.9628
84607	Homo sapiens	GSM2394411	H3K4me2	JHU-06	Endothelial Cell	None	40.0	0.9261	0.9740000000000001	4620.0	0.3558195	0.953
84634	Homo sapiens	GSM2711387	H3K4me1	HCT-116	None	HCT116	34.0	0.9075	0.993	431.0	0.314248	0.9454
84647	Homo sapiens	GSM2570010	H3K4me3	MCF-7	Epithelium	Breast	7077888.0	0.9890000000000001	0.22866625	3.0	24748.0	
84648	Homo sapiens	GSM2570011	H3K27ac	MCF-7	Epithelium	Breast	39.0	0.8975	0.993	2508.0	0.2473365	0.9756
84668	Homo sapiens	GSM2473262	H3K4me3	Raji	B Lymphocyte	Blood	37.0	0.894	0.8490000000000001	229.0	0.0920260449251	0.9032
84687	Homo sapiens	GSM2784715	H3K27ac	BICR31	squamous cell carcinoma	Head and neck	37.0	0.9309999999999999	0.987	414.0	0.147329618204	0.9688
84695	Homo sapiens	GSM2771585	H3K27me3	LREX'	Epithelium	Prostate	38.0	0.7551	0.997	104.0	0.00253875	0.535483870968
84698	Homo sapiens	GSM2740935	H3K27ac	HepG2	Epithelium	Liver	40.0	0.846	0.9990000000000001	899.0	0.08793150000000001	0.9768
84699	Homo sapiens	GSM2771584	H3K27me3	LREX'	Epithelium	Prostate	38.0	0.7228	0.997	85.0	0.00225	0.538732394366
84729	Homo sapiens	GSM2516777	H3K27ac	CHL-1	melanoma	Skin	36.0	0.8964	0.626	1387.0	0.371316	0.8572
84759	Homo sapiens	GSM2301920	H3K27ac	RPM-MC	Epithelium	None	39.0	0.8945	0.977	137.0	0.114781	0.965
84766	Homo sapiens	GSM2571028	H3K27ac	HCT-116	None	HCT116	35.0	0.7932	0.9790000000000001	757.0	0.163776863511	0.9596
84767	Homo sapiens	GSM2571029	H3K27ac	HCT-116	None	HCT116	35.0	0.4992	0.97	6239.0	0.38852725	0.9732
84768	Homo sapiens	GSM2792928	H3K27ac	None	Monocyte	Blood	39.0	0.871	0.992	2108.0	0.15671025	0.9716
84772	Homo sapiens	GSM2792927	H3K27ac	JHU-06	Monocyte	Blood	39.0	0.2867	0.924	186.0	0.05051775	0.929
84773	Homo sapiens	GSM2550249	H3	None	Stem cell	None	36.0		0.985	4.0	0.08289450000000001	0.7758
84774	Homo sapiens	GSM2550248	H3K27me3	None	Stem cell	None	38.0	0.8305	0.99	280.0	0.097095	0.7572
84777	Homo sapiens	GSM2550241	H3K27me3	None	Endothelial Cell	None	39.0	0.9979	0.833	2.0	9.27050078863e-05	1.0
84778	Homo sapiens	GSM2550240	H3K27ac	None	Endothelial Cell	None	35.0	0.8857	0.965	9307.0	0.5667095	0.9862
84779	Homo sapiens	GSM2550243	H3K4me3	None	Endothelial Cell	None	36.0	0.8319	0.986	3919.0	0.38095675	0.9746
84780	Homo sapiens	GSM2550242	H3	None	Endothelial Cell	None	38.0	0.9043	0.99	23.0	0.207612	0.953
84783	Homo sapiens	GSM2550247	H3K27ac	None	Stem cell	None	38.0	0.8733	0.993	2991.0	0.2465565	0.9686
84795	Homo sapiens	GSM2293312	H3K4me1	None	None	Clear cell renal cell carcinoma tumor	37.0	0.5476	0.893	806.0	0.05285075	0.5698
84796	Homo sapiens	GSM2293310	H3K4me3	None	None	Clear cell renal cell carcinoma tumor	36.0	0.4184	0.893	5530.0	0.22903425	0.888
84797	Homo sapiens	GSM2064454	H2A	HeLa	Epithelium	Cervix	38.0	0.6977	0.995	18.0	0.00369575	0.844557390936
84798	Homo sapiens	GSM2293315	H3K4me3	None	None	Clear cell renal cell carcinoma tumor	36.0	0.5194	0.8759999999999999	5309.0	0.28063875	0.8774
84799	Homo sapiens	GSM2293314	H3K27ac	None	None	Clear cell renal cell carcinoma tumor	37.0	0.4379	0.9670000000000001	7.0	0.00192916142491	0.893617021277
84810	Homo sapiens	GSM2258860	H3K9ac	MB231	None	Breast	38.0	0.8113	0.995	871.0	0.19123225	0.9726
84811	Homo sapiens	GSM2258861	H3K9ac	MB231	None	Breast	38.0	0.8198	0.993	456.0	0.114843	0.9696
84812	Homo sapiens	GSM2258862	H3K9me3	MB231	None	Breast	38.0	0.7278	0.998	131.0	0.02002575	0.56
84813	Homo sapiens	GSM2258863	H3K9me3	MB231	None	Breast	37.0	0.6627	0.996	84.0	0.009733	0.3736
84814	Homo sapiens	GSM2258866	H3K27ac	MB436	None	Breast	38.0	0.8807	0.986	6544.0	0.554796	0.9808
84815	Homo sapiens	GSM2258867	H3K27ac	MB436	None	Breast	38.0	0.7996	0.993	802.0	0.10258450000000001	0.9766
84816	Homo sapiens	GSM2258868	H3K27me3	MB436	None	Breast	38.0	0.6324	0.992	849.0	0.1193535	0.6116
84817	Homo sapiens	GSM2258869	H3K27me3	MB436	None	Breast	38.0	0.6269	0.993	143.0	0.03101725	0.5322
84832	Homo sapiens	GSM2474903	H3K27ac	MCF-10A	Epithelium	Breast	38.0	0.9122	0.991	192.0	0.12658825	0.9692
84833	Homo sapiens	GSM2474902	H3K27ac	MCF-10A	Epithelium	Breast	38.0	0.9012	0.993	531.0	0.185123	0.9726
84834	Homo sapiens	GSM2474901	H3K27ac	MCF-10A	Epithelium	Breast	38.0	0.9024	0.993	480.0	0.20021150000000001	0.9732
84835	Homo sapiens	GSM2474900	H3K27ac	MCF-10A	Epithelium	Breast	38.0	0.8966	0.993	342.0	0.12682875	0.9662
84836	Homo sapiens	GSM2474904	H3K27ac	MCF-10A	Epithelium	Breast	38.0	0.9135	0.99	474.0	0.1736835	0.9738
84853	Homo sapiens	GSM2597670	H2BK5ac	H1299	Epithelium	Lung	37.0	0.8645	0.995	186.0	0.016637	0.9524
84879	Homo sapiens	GSM2723860	H3K27ac	None	Patient	None	36.0	0.3748	0.9279999999999999	213.0	0.03408225	0.8654
84901	Homo sapiens	GSM2229489	H3K27ac	MutuI	Burkitt lymphoma	None	39.0	0.8572	0.987	1759.0	0.181146362443	0.9344
84909	Homo sapiens	GSM2679906	H2Bub	None	Monocyte	Blood	38.0	0.7091	0.996	4.0	0.00010537415902600002	0.666666666667
84911	Homo sapiens	GSM2679905	H2Bub	None	Monocyte	Blood	38.0	0.6377	0.996	8.0	0.000401722986202	0.608695652174
84912	Homo sapiens	GSM2679908	H2Bub	None	Monocyte	Blood	38.0	0.8335	0.988	10.0	0.00067475	0.42
84913	Homo sapiens	GSM2679909	H2Bub	None	Monocyte	Blood	38.0	0.7824	0.99	9.0	0.05824875	0.5136
84936	Homo sapiens	GSM2150380	H3K36me3	H1299	Epithelium	Lung	39.0	0.8898	0.992	18.0	0.01211225	0.34538050394500003
84937	Homo sapiens	GSM2150381	H3K4me1	H1299	Epithelium	Lung	39.0	0.9232	0.986	4.0	0.04192025	0.8252
84938	Homo sapiens	GSM2150382	H3K4me3	H1299	Epithelium	Lung	38.0	0.9249	0.6920000000000001	635.0	0.857607815547	0.942414174972
84939	Homo sapiens	GSM2150383	H3K9ac	H1299	Epithelium	Lung	38.0	0.8137	0.88	11410.0	0.62092175	0.9788
84940	Homo sapiens	GSM2150384	H3K9me3	H1299	Epithelium	Lung	39.0	0.8308	0.961	179.0	0.0924405	0.3454
84943	Homo sapiens	GSM2766556	H3K27me3	None	Epithelium	None	39.0	0.8568	0.9940000000000001	53.0	0.0058085	0.5746268656719999
84945	Homo sapiens	GSM2766555	H3K4me3	None	Epithelium	None	39.0	0.919	0.982	1989.0	0.47822621080399996	0.9742
84948	Homo sapiens	GSM2476354	H2AFY	SKmel147	melanoma	None	37.0	0.8778	0.9890000000000001	76.0	0.00836725	0.239
84949	Homo sapiens	GSM2476355	H2AFY2	SKmel147	melanoma	None	38.0	0.8799	0.986	94.0	0.00832375	0.2054
84951	Homo sapiens	GSM2523138	H3K4me1	HNE1	None	None	40.0	0.8909	0.9670000000000001	119.0	0.1351455	0.8954
84955	Homo sapiens	GSM2523133	H3K4me3	HK1	None	None	40.0	0.8332	0.9540000000000001	7677.0	0.4124965	0.9782
84956	Homo sapiens	GSM2523132	H3K27ac	HK1	None	None	39.0	0.91	0.97	4330.0	0.39979825	0.9768
84957	Homo sapiens	GSM2523134	H3K4me1	HK1	None	None	40.0	0.8948	0.97	212.0	0.17745875	0.9224
84958	Homo sapiens	GSM2523137	H3K4me3	HNE1	None	None	40.0	0.8992	0.914	10284.0	0.75870925	0.9756
